"Phishing URL","Target","URL_Size","NH","ND","NNC","IP","NL","L","JW","LCS","QG","H","status"
"genesisinternational.org","paypal.com","24","0","1","0","0","0.83333333333333","20","0.4277777671814","24","28","24","phish"
"webvaidegovisa.com2015.besaba.com","visa.com","33","0","3","4","0","0.75757575757576","25","0.6224747300148","25","25","33","phish"
"67.18.105.90","bankofamerica.com","12","0","3","9","1","0.94117647058824","16","0.38071894645691","27","27","17","phish"
"balisunsetvilla.com","paypal.com","19","0","1","0","0","0.68421052631579","13","0.43508771061897","17","19","18","phish"
"gueldenstern-online.de","lloydsbank.com","22","1","1","0","0","0.86363636363636","19","0.45598849654198","26","34","21","phish"
"dhfengshui.com","bradesco.com.br","14","0","1","0","0","0.8","12","0.60793656110764","15","21","15","phish"
"paypal.com.com.0.sessionid182182182.usiadproje.com","paypal.com","50","0","6","10","0","0.8","40","0.78666669130325","40","40","40","phish"
"geabortoterapeutico.org.ni","google.com","26","0","2","0","0","0.76923076923077","20","0.55470085144043","24","32","25","phish"
"vivantis.es","paypal.com","11","0","1","0","0","0.90909090909091","10","0.46060606837273","17","19","11","phish"
"bit.ly","apple.com","6","0","1","0","0","0.88888888888889","8","0.35185185074806","13","13","9","phish"
"lawncaremn.net","aol.com","14","0","1","0","0","0.85714285714286","12","0.53571432828903","15","19","13","phish"
"ranasis.pt","ebay.com","10","0","1","0","0","0.9","9","0.48333334922791","14","16","10","phish"
"genximperial.es","paypal.com","15","0","1","0","0","0.8","12","0.47777780890465","17","19","15","phish"
"transportestejeda.com","itau.com","21","0","1","0","0","0.76190476190476","16","0.50595235824585","17","21","19","phish"
"pgi.ir","itau.com","6","0","1","0","0","0.875","7","0.52777779102325","10","12","8","phish"
"asiansil.org","paypal.com""","12","0","1","0","0","0.75","9","0.62373739480972","13","19","12","phish"
"acugraphmalta.com","aol.com","17","0","1","0","0","0.64705882352941","11","0.53501397371292","12","16","16","phish"
"apostolicfaith.org.uk","paypal.com","21","0","2","0","0","0.80952380952381","17","0.5349206328392","21","29","21","phish"
"katiekellyfineart.com","ebay.com","21","0","1","0","0","0.71428571428571","15","0.3948412835598","17","21","21","phish"
"bodaciouspig.com","paypal.com","16","0","1","0","0","0.625","10","0.54722219705582","14","18","16","phish"
"213.246.154.237","halifax.co.uk","15","0","3","12","1","0.86666666666667","13","0.42905983328819","24","26","14","phish"
"cgi.ebay.co.uk-itm18252738053-css.ebay-others.session13id-r9341cgi484241bin10e7-50053363195.login-wpadmin.buyitnow.sign.config.overview-vieitemid.cgi-csh.de","ebay.com","156","8","12","37","0","0.94871794871795","148","0.55876070261002","148","150","156","phish"
"grupomemorial-rj.com.br","cielo.com","23","1","2","0","0","0.73913043478261","17","0.53140097856522","20","24","22","phish"
"abogadosgranadospalacios.com","apple.com","28","0","1","0","0","0.75","21","0.43121695518494","23","29","27","phish"
"lomtl.com","paypal.com","9","0","1","0","0","0.5","5","0.6851851940155","9","9","10","phish"
"gumtree.com.20320434.camera","ebay.com","27","0","3","8","0","0.85185185185185","23","0.47006174921989","25","27","27","phish"
"cwbl.eshopcomp.com","ebay.com","18","0","2","0","0","0.72222222222222","13","0.63888889551163","16","18","17","phish"
"webfiddle.net","ebay.com","13","0","1","0","0","0.76923076923077","10","0.53525638580322","15","17","13","phish"
"sarkanykard.hu","cibc.com","14","0","1","0","0","1","14","0","20","20","14","phish"
"hmlphotography.net.au","aol.com","21","0","2","0","0","0.9047619047619","19","0.50396823883057","24","26","19","phish"
"visionaryglassarts.com","aol.com","22","0","1","0","0","0.72727272727273","16","0.4105339050293","17","21","22","phish"
"jayuzumi.com","bancobrasil.com.br","12","0","1","0","0","0.66666666666667","12","0.5","18","22","17","phish"
"foxpointprg.com","paypal.com","15","0","1","0","0","0.6","9","0.55555558204651","13","17","14","phish"
"home.comcast.net","poste.it","16","0","2","0","0","0.75","12","0.58333331346512","14","18","15","phish"
"su.org.my","swedbank.se","9","0","2","0","0","0.81818181818182","9","0.46801343560219","16","18","10","phish"
"1002440269-paypal.com.de-securing.xyz","paypal.com","37","2","3","10","0","0.72972972972973","27","0.75675678253174","27","27","37","phish"
"reciperant.com","swedbank.se","14","0","1","0","0","0.78571428571429","11","0.47056278586388","17","21","14","phish"
"getverified.150m.com","paypal.com","20","0","2","3","0","0.8","16","0.43333330750465","22","22","20","phish"
"irallcpartners.com","ebay.com","18","0","1","0","0","0.72222222222222","13","0.45370373129845","16","18","16","phish"
"paypal.comsec.ws","paypal.com","16","0","2","0","0","0.375","6","0.953125","6","6","6","phish"
"ihponline.co.uk","paypal.com","15","0","2","0","0","0.73333333333333","11","0.47777780890465","15","19","14","phish"
"skeyeworks.sg","wellsfargo.com","13","0","1","0","0","0.85714285714286","12","0.53663009405136","21","25","12","phish"
"eurozont.ru","wellsfargo.com","11","0","1","0","0","0.85714285714286","12","0.5497835278511","17","23","14","phish"
"psicologia.upbbga.edu.co","paypal.com","24","0","3","0","0","0.75","18","0.56865078210831","20","28","22","phish"
"amplifiedautomotive.com.au","aol.com","26","0","2","0","0","0.76923076923077","20","0.56886452436447","21","25","25","phish"
"unlimitedhacks.com","paypal.com","18","0","1","0","0","0.72222222222222","13","0.53333336114883","18","20","18","phish"
"w1.xybtv.com","paypal.com","12","0","2","1","0","0.58333333333333","7","0.5722222328186","12","14","12","phish"
"client-protection-online.com","ebay.com","28","2","1","0","0","0.82142857142857","23","0.38293650746346","26","28","28","phish"
"hacervideosprofesionales.com","vodafone.com","28","0","1","0","0","0.64285714285714","18","0.59682542085648","20","30","28","phish"
"asemanaagora.com.br","irs.gov","19","0","2","0","0","0.84210526315789","16","0.52882206439972","20","22","19","phish"
"allegro.pl.obu.pl","allegro.pl","17","0","3","0","0","0.41176470588235","7","0.94348329305649","7","7","7","phish"
"perfecthitech.com.au","paypal.com","20","0","2","0","0","0.75","15","0.51666665077209","20","22","19","phish"
"chevr041.wix.com","microsoft.com","16","0","2","3","0","0.6875","11","0.61217945814133","17","21","16","phish"
"jobtardis.co.uk","paypal.com","15","0","2","0","0","0.73333333333333","11","0.55555558204651","17","19","14","phish"
"proyectoandrea.fundacionhuilohuilo.com","yahoo.com","38","0","2","0","0","0.76315789473684","29","0.558758020401","29","37","37","phish"
"ethliterary.com","yahoo.com","15","0","1","0","0","0.66666666666667","10","0.62962967157364","14","16","14","phish"
"elyage.com","paypal.com","10","0","1","0","0","0.5","5","0.75238090753555","8","12","5","phish"
"secure-account-pp.com","paypal.com","21","2","1","0","0","0.76190476190476","16","0.36984124779701","19","23","21","phish"
"odontoplanespecialidades.com.br","paypal.com","31","0","2","0","0","0.70967741935484","22","0.54669737815857","23","31","31","phish"
"sosyalmedyatik.net","paypal.com","18","0","1","0","0","0.83333333333333","15","0.60105818510056","20","24","16","phish"
"login.paypal.com.com.eu.sign-in.5621gftb515edzmi852.0022.diferenthsolucoes.com.br","paypal.com","81","1","10","14","0","0.87654320987654","71","0.60781890153885","71","71","81","phish"
"spaceboxdesign.com","paypal.com","18","0","1","0","0","0.66666666666667","12","0.5888888835907","16","18","18","phish"
"ebay.itm.cgi5.info","ebay.com","18","0","3","1","0","0.66666666666667","12","0.78839653730392","12","14","12","phish"
"strada.cz","online.hmrc.gov.uk","9","0","1","0","0","0.88888888888889","16","0.38888892531395","23","25","17","phish"
"clubdepoesia.com","wellsfargo.com","16","0","1","0","0","0.75","12","0.6610449552536","16","22","16","phish"
"aguabel.be","paypal.com","10","0","1","0","0","0.8","8","0.59999996423721","12","16","10","phish"
"e-numizmatyczny.pl","paypal.com","18","1","1","0","0","0.88888888888889","16","0.37407407164574","20","26","18","phish"
"andorre.net","apple.com","11","0","1","0","0","0.72727272727273","8","0.51936024427414","14","16","10","phish"
"ow.ly","paypal.com","5","0","1","0","0","0.9","9","0.52222222089767","13","13","10","phish"
"ebay.com-motors-item7297479.besaba.com","ebay.com","38","2","3","7","0","0.78947368421053","30","0.79224383831024","30","30","30","phish"
"update.paypal.com.account.verify.cmd.4453454345.account.limited.resolve.upgrade.info.kittitiantaxiandtours.com","paypal.com","110","0","13","10","0","0.90909090909091","100","0.6636363863945","100","100","109","phish"
"visitmypic.wapka.mobi","att.com","21","0","2","0","0","0.85714285714286","18","0.50396823883057","22","26","21","phish"
"proyectoandrea.fundacionhuilohuilo.com","aol.com","38","0","2","0","0","0.81578947368421","31","0.48195490241051","31","37","38","phish"
"gmile.com.br","paypal.com","12","0","2","0","0","0.75","9","0.63888889551163","12","14","12","phish"
"216.228.182.101","paypal.com","15","0","3","12","1","0.93333333333333","14","0.3888888657093","23","23","15","phish"
"coullier.com","paypal.com","12","0","1","0","0","0.66666666666667","8","0.63888889551163","12","14","12","phish"
"ethliterary.com","aol.com","15","0","1","0","0","0.66666666666667","10","0.40317460894585","12","14","15","phish"
"azofco.com","tesco.com","10","0","1","0","0","0.4","4","0.64444446563721","7","7","10","phish"
"besttransvestites.com","aol.com","21","0","1","0","0","0.76190476190476","16","0.39682540297508","18","20","21","phish"
"jaydallmann.com","aol.com","15","0","1","0","0","0.6","9","0.54285717010498","10","14","15","phish"
"warsvet.net","aol.com","11","0","1","0","0","0.81818181818182","9","0.48917749524117","14","16","11","phish"
"warsvet.net","yahoo.com","11","0","1","0","0","0.81818181818182","9","0.46801343560219","16","18","10","phish"
"marketframeresearch.com","aol.com","23","0","1","0","0","0.78260869565217","18","0.29089027643204","20","22","23","phish"
"1295460335-paypal.com.de-securing.xyz","paypal.com","37","2","3","10","0","0.72972972972973","27","0.75675678253174","27","27","37","phish"
"banner37.ru","paypal.com","11","0","1","2","0","0.90909090909091","10","0.46060606837273","17","19","10","phish"
"lhahost.com","paypal.com","11","0","1","0","0","0.54545454545455","6","0.58484846353531","11","13","11","phish"
"amigosconver.queplaneas.com","facebook.com","27","0","2","0","0","0.77777777777778","21","0.51895946264267","25","31","27","phish"
"funyonline.com","aol.com","14","0","1","0","0","0.57142857142857","8","0.47619047760963","9","13","14","phish"
"108.167.189.38","paypal.com","14","0","3","11","1","0.92857142857143","13","0.39047619700432","22","22","14","phish"
"forms.aweber.com","ebay.com","16","0","2","0","0","0.625","10","0.41666665673256","12","14","16","phish"
"stroit-magazin.ru","paypal.com","17","1","1","0","0","0.94117647058824","16","0.3784314095974","21","25","17","phish"
"ebay.co.uk-listing-redirect.f497u.biz","ebay.com","37","2","4","3","0","0.81081081081081","30","0.68806308507919","31","31","30","phish"
"webmailhd.wix.com","microsoft.com","17","0","2","0","0","0.64705882352941","11","0.60482650995255","18","22","16","phish"
"ycx-kz.ru","paypal.com","9","1","1","0","0","0.9","9","0.47407409548759","15","17","9","phish"
"account-suspend-verify.paypal.coml-services.com","paypal.com","47","3","3","0","0","0.78723404255319","37","0.53173756599426","37","37","47","phish"
"sibpharma.ru","paypal.com","12","0","1","0","0","0.83333333333333","10","0.5722222328186","14","20","11","phish"
"apple.com-isupport.com","apple.com","22","1","2","0","0","0.59090909090909","13","0.8836088180542","13","13","13","phish"
"mastercraftdesigngroup.com","paypal.com","26","0","1","0","0","0.76923076923077","20","0.49743589758873","24","28","25","phish"
"paypal.com.verification.confirm-your-account.com","paypal.com","48","2","4","0","0","0.79166666666667","38","0.79108798503876","38","38","38","phish"
"buzurl.com","aol.com","10","0","1","0","0","0.5","5","0.7380952835083","7","7","10","phish"
"firebeatz.rocks","facebook.com","15","0","1","0","0","0.66666666666667","10","0.60833334922791","17","23","12","phish"
"hendersoninvestorgroup.com","apple.com","26","0","1","0","0","0.80769230769231","21","0.43304845690727","25","27","24","phish"
"bartekbitner.pl","itau.com","15","0","1","0","0","0.86666666666667","13","0.29444444179535","17","19","15","phish"
"hmonghotties.com","aol.com","16","0","1","0","0","0.6875","11","0.42757940292358","13","15","16","phish"
"ecofruct.eu","yahoo.com","11","0","1","0","0","0.90909090909091","10","0.42424240708351","16","16","10","phish"
"cbsa-passaros.com.br","cielo.com","20","1","2","0","0","0.7","14","0.65555554628372","17","21","19","phish"
"maadawy-ceramic.com","paypal.com","19","1","1","0","0","0.63157894736842","12","0.52105265855789","15","21","17","phish"
"lesassisesdelajeunesse.com","tesco.com","26","0","1","0","0","0.76923076923077","20","0.43304845690727","23","25","24","phish"
"isaactelevision.tv","tesco.com","18","0","1","0","0","0.77777777777778","14","0.47777780890465","17","23","18","phish"
"pocztaupdateccenter.jimdo.com","abl.com","29","0","2","0","0","0.82758620689655","24","0.39956212043762","26","28","29","phish"
"blackburnlife.com","paypal.com","17","0","1","0","0","0.64705882352941","11","0.53986930847168","15","19","17","phish"
"kc-lb.com","paypal.com","9","1","1","0","0","0.6","6","0.6851851940155","9","11","10","phish"
"cgi.ebay.co.uk-itm18072573193-css.ebay-others.session11id-r9761cgi498241bin10e7-50703873195.login-wpadmin.buyitnow.sign.config.overview-vieitemid.mdb-wot.de","ebay.com","156","8","12","37","0","0.94871794871795","148","0.55876070261002","148","150","156","phish"
"sentimentindia.com","aol.com","18","0","1","0","0","0.77777777777778","14","0.39947089552879","15","17","18","phish"
"qdogt.com","paypal.com","9","0","1","0","0","0.6","6","0.61481481790543","11","11","10","phish"
"arrastaoband.com","google.com","16","0","1","0","0","0.6875","11","0.60416668653488","16","18","16","phish"
"thomasclarklaw.com","aol.com","18","0","1","0","0","0.66666666666667","12","0.53068786859512","13","17","18","phish"
"fidelidadecadastros-com-br.web105.redehost.com.br","cielo.com","49","2","4","3","0","0.83673469387755","41","0.57974302768707","42","48","48","phish"
"checksumm.com","poste.it","13","0","1","0","0","0.84615384615385","11","0.42414531111717","17","19","13","phish"
"ncwdns.com","paypal.com","10","0","1","0","0","0.6","6","0.59999996423721","12","12","6","phish"
"intercambiocromos.mindsoftdev.com","yahoo.com","33","0","2","0","0","0.78787878787879","26","0.52044254541397","28","34","33","phish"
"theknowledgeacademy.com","apple.com","23","0","1","0","0","0.73913043478261","17","0.45764899253845","20","22","23","phish"
"davebcarsales.com","yahoo.com","17","0","1","0","0","0.70588235294118","12","0.44662308692932","16","18","16","phish"
"kwstudio.com.ar","ingdirect.com","15","0","2","0","0","0.8","12","0.57313799858093","16","18","15","phish"
"cartasi.it-gtwpages-support.com","cartasi.it","31","2","2","0","0","0.67741935483871","21","0.84703433513641","21","21","21","phish"
"baptistnorth.ru","microsoft.com","15","0","1","0","0","0.8","12","0.50940173864365","18","26","14","phish"
"suneegrandhotel.com","paypal.com","19","0","1","0","0","0.68421052631579","13","0.43508771061897","17","19","19","phish"
"webdizajn-ar.com","yahoo.com","16","1","1","0","0","0.6875","11","0.6226851940155","15","17","16","phish"
"floridapremiersports.com","microsoft.com","24","0","1","0","0","0.625","15","0.7243589758873","17","27","23","phish"
"modeinde.com","ebay.com","12","0","1","0","0","0.58333333333333","7","0.54722219705582","10","12","12","phish"
"registropromocoescredic.com.br","mastercard.com","30","0","2","0","0","0.66666666666667","20","0.61349207162857","24","34","29","phish"
"bit.ly","jpmorganchase.com","6","0","1","0","0","0.94117647058824","16","0","21","21","17","phish"
"sgruwo.ch","PagSeguro","9","0","1","0","0","1","9","0.55555558204651","12","16","9","phish"
"juanpensativo.fundacionhuilohuilo.com","aol.com","37","0","2","0","0","0.81081081081081","30","0.61647361516953","30","36","37","phish"
"viam-advisors.com","yahoo.com","17","1","1","0","0","0.64705882352941","11","0.39215686917305","14","18","17","phish"
"juliasrecipes.com","aol.com","17","0","1","0","0","0.70588235294118","12","0.42390289902687","14","16","16","phish"
"spoonfulcafeandliving.com.au","aol.com","28","0","2","0","0","0.78571428571429","22","0.56428575515747","23","27","28","phish"
"armandolio.com.ar","google.com","17","0","2","0","0","0.70588235294118","12","0.60868346691132","15","19","17","phish"
"painandglory.co.uk","paypal.com","18","0","2","0","0","0.61111111111111","11","0.64867728948593","14","20","15","phish"
"apps-webapps-secure-service-update-paypal.com-staff.insurancebrokersmn.com","paypal.com","74","6","3","0","0","0.86486486486486","64","0.57837837934494","64","64","74","phish"
"update.paypal.comlive.com.com","paypal.com","29","0","4","0","0","0.6551724137931","19","0.74827593564987","19","19","28","phish"
"adultsearch.com.au","paypal.com","18","0","2","0","0","0.72222222222222","13","0.60105818510056","16","20","18","phish"
"spotcampus.com","paypal.com","14","0","1","0","0","0.5","7","0.59047621488571","10","16","14","phish"
"95.30.222.17","ebay.com","12","0","3","9","1","0.91666666666667","11","0.40277779102325","18","18","12","phish"
"capitecbank.co.za","capitecbank.co.za","17","0","2","0","0","0","0","1","0","0","0","legitimate"
"zynga.com","zynga.com","9","0","1","0","0","0","0","1","0","0","0","legitimate"
"santander.co.uk","santander.co.uk","15","0","2","0","0","0","0","1","0","0","0","legitimate"
"facebook.com","facebook.com","12","0","1","0","0","0","0","1","0","0","0","legitimate"
"tesco.com","tesco.com","9","0","1","0","0","0","0","1","0","0","0","legitimate"
"walmart.com","walmart.com","11","0","1","0","0","0","0","1","0","0","0","legitimate"
"allegro.pl","allegro.pl","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"itau.com","itau.com","8","0","1","0","0","0","0","1","0","0","0","legitimate"
"paypal.com","paypal.com","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"bradesco.com.br","bradesco.com.br","15","0","2","0","0","0","0","1","0","0","0","legitimate"
"google.com","google.com","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"yahoo.com","yahoo.com","9","0","1","0","0","0","0","1","0","0","0","legitimate"
"poste.it","poste.it","8","0","1","0","0","0","0","1","0","0","0","legitimate"
"Amazon.com","Amazon.com","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"jpmorganchase.com","jpmorganchase.com","17","0","1","0","0","0","0","1","0","0","0","legitimate"
"lloydsbank.com","lloydsbank.com","14","0","1","0","0","0","0","1","0","0","0","legitimate"
"apple.com","apple.com","9","0","1","0","0","0","0","1","0","0","0","legitimate"
"ingdirect.com","ingdirect.com","13","0","1","0","0","0","0","1","0","0","0","legitimate"
"natwest.com","natwest.com","11","0","1","0","0","0","0","1","0","0","0","legitimate"
"aol.com","aol.com","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"cielo.com","cielo.com","9","0","1","0","0","0","0","1","0","0","0","legitimate"
"blizzard.com","blizzard.com","12","0","1","0","0","0","0","1","0","0","0","legitimate"
"ebay.com","ebay.com","8","0","1","0","0","0","0","1","0","0","0","legitimate"
"craigslist.org","craigslist.org","14","0","1","0","0","0","0","1","0","0","0","legitimate"
"bancobrasil.com.br","bancobrasil.com.br","18","0","2","0","0","0","0","1","0","0","0","legitimate"
"bankofamerica.com","bankofamerica.com","17","0","1","0","0","0","0","1","0","0","0","legitimate"
"hotmail.com","hotmail.com","11","0","1","0","0","0","0","1","0","0","0","legitimate"
"microsoft.com","microsoft.com","13","0","1","0","0","0","0","1","0","0","0","legitimate"
"store.steampowered.com","store.steampowered.com","22","0","2","0","0","0","0","1","0","0","0","legitimate"
"mastercard.com","mastercard.com","14","0","1","0","0","0","0","1","0","0","0","legitimate"
"wellsfargo.com","wellsfargo.com","14","0","1","0","0","0","0","1","0","0","0","legitimate"
"deutschebank.be","deutschebank.be","15","0","1","0","0","0","0","1","0","0","0","legitimate"
"barclays.co.uk","barclays.co.uk","14","0","2","0","0","0","0","1","0","0","0","legitimate"
"lacaixa.es","lacaixa.es","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"aa.com","aa.com","6","0","1","0","0","0","0","1","0","0","0","legitimate"
"dropbox.com","dropbox.com","11","0","1","0","0","0","0","1","0","0","0","legitimate"
"anz.com","anz.com","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"vr.de","vr.de","5","0","1","0","0","0","0","1","0","0","0","legitimate"
"visa.com","visa.com","8","0","1","0","0","0","0","1","0","0","0","legitimate"
"orange.com","orange.com","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"att.com","att.com","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"westpac.com.au","westpac.com.au","14","0","2","0","0","0","0","1","0","0","0","legitimate"
"irs.gov","irs.gov","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"tsb.co.uk","tsb.co.uk","9","0","2","0","0","0","0","1","0","0","0","legitimate"
"asb.co.nz","asb.co.nz","9","0","2","0","0","0","0","1","0","0","0","legitimate"
"battle.net","battle.net","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"westernunion.com","westernunion.com","16","0","1","0","0","0","0","1","0","0","0","legitimate"
"vodafone.com","vodafone.com","12","0","1","0","0","0","0","1","0","0","0","legitimate"
"swedbank.se","swedbank.se","11","0","1","0","0","0","0","1","0","0","0","legitimate"
"live.com","live.com","8","0","1","0","0","0","0","1","0","0","0","legitimate"
"twitter.com","twitter.com","11","0","1","0","0","0","0","1","0","0","0","legitimate"
"online.hmrc.gov.uk","online.hmrc.gov.uk","18","0","3","0","0","0","0","1","0","0","0","legitimate"
"hsbc.com","hsbc.com","8","0","1","0","0","0","0","1","0","0","0","legitimate"
"orkut.com","orkut.com","9","0","1","0","0","0","0","1","0","0","0","legitimate"
"nordea.com","nordea.com","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"sars.gov.za","sars.gov.za","11","0","2","0","0","0","0","1","0","0","0","legitimate"
"nets.eu","nets.eu","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"paypal.com""","paypal.com""","11","0","1","0","0","0","0","1","0","0","0","legitimate"
"halifax.co.uk","halifax.co.uk","13","0","2","0","0","0","0","1","0","0","0","legitimate"
"cibc.com","cibc.com","8","0","1","0","0","0","0","1","0","0","0","legitimate"
"abl.com","abl.com","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"cartasi.it","cartasi.it","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"PagSeguro","PagSeguro","9","0","0","0","0","0","0","1","0","0","0","legitimate"
"online.citibank.com","online.citibank.com","19","0","2","0","0","0","0","1","0","0","0","legitimate"
"americanexpress.com","americanexpress.com","19","0","1","0","0","0","0","1","0","0","0","legitimate"
"pkobp.pl","pkobp.pl","8","0","1","0","0","0","0","1","0","0","0","legitimate"
"ebay","ebay","4","0","0","0","0","0","0","1","0","0","0","legitimate"
"rabobank.be","rabobank.be","11","0","1","0","0","0","0","1","0","0","0","legitimate"
"tam.com.br","tam.com.br","10","0","2","0","0","0","0","1","0","0","0","legitimate"
"rbs.com","rbs.com","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"verizonwireless.com","verizonwireless.com","19","0","1","0","0","0","0","1","0","0","0","legitimate"
"very.co.uk","very.co.uk","10","0","2","0","0","0","0","1","0","0","0","legitimate"
"commbank.com.au","commbank.com.au","15","0","2","0","0","0","0","1","0","0","0","legitimate"
"rbcroyalbank.com","rbcroyalbank.com","16","0","1","0","0","0","0","1","0","0","0","legitimate"
"cimbbank.com.my","cimbbank.com.my","15","0","2","0","0","0","0","1","0","0","0","legitimate"
"co-operativebank.co.uk","co-operativebank.co.uk","22","1","2","0","0","0","0","1","0","0","0","legitimate"
"littlewoods.com","littlewoods.com","15","0","1","0","0","0","0","1","0","0","0","legitimate"
"tibia.com","tibia.com","9","0","1","0","0","0","0","1","0","0","0","legitimate"
"Groupon","Groupon","7","0","0","0","0","0","0","1","0","0","0","legitimate"
"nationwide.co.uk","nationwide.co.uk","16","0","2","0","0","0","0","1","0","0","0","legitimate"
"key.com","key.com","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"standardbank.com","standardbank.com","16","0","1","0","0","0","0","1","0","0","0","legitimate"
"sulake.com","sulake.com","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"suncorpbank.com.au","suncorpbank.com.au","18","0","2","0","0","0","0","1","0","0","0","legitimate"
"absa.co.za","absa.co.za","10","0","2","0","0","0","0","1","0","0","0","legitimate"
"safra.com","safra.com","9","0","1","0","0","0","0","1","0","0","0","legitimate"
"runescape.com","runescape.com","13","0","1","0","0","0","0","1","0","0","0","legitimate"
"hellobank.fr","hellobank.fr","12","0","1","0","0","0","0","1","0","0","0","legitimate"
"chase.com","chase.com","9","0","1","0","0","0","0","1","0","0","0","legitimate"
"ing.be","ing.be","6","0","1","0","0","0","0","1","0","0","0","legitimate"
"onlinebanking.tdbank.com","onlinebanking.tdbank.com","24","0","2","0","0","0","0","1","0","0","0","legitimate"
"bankofscotland.co.uk","bankofscotland.co.uk","20","0","2","0","0","0","0","1","0","0","0","legitimate"
"ibanking.bankofmelbourne.com.au","ibanking.bankofmelbourne.com.au","31","0","3","0","0","0","0","1","0","0","0","legitimate"
"online.bankaustria.at","online.bankaustria.at","21","0","2","0","0","0","0","1","0","0","0","legitimate"
"regions.com","regions.com","11","0","1","0","0","0","0","1","0","0","0","legitimate"
"firstmerit.com","firstmerit.com","14","0","1","0","0","0","0","1","0","0","0","legitimate"
"bmcedirect.ma","bmcedirect.ma","13","0","1","0","0","0","0","1","0","0","0","legitimate"
"suntrust.com","suntrust.com","12","0","1","0","0","0","0","1","0","0","0","legitimate"
"slogold.net","slogold.net","11","0","1","0","0","0","0","1","0","0","0","legitimate"
"bkam.ma","bkam.ma","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"attijaribank.com.tn","attijaribank.com.tn","19","0","2","0","0","0","0","1","0","0","0","legitimate"
"bankofcanada.ca","bankofcanada.ca","15","0","1","0","0","0","0","1","0","0","0","legitimate"
"bendigobank.com.au","bendigobank.com.au","18","0","2","0","0","0","0","1","0","0","0","legitimate"
"huntington.com","huntington.com","14","0","1","0","0","0","0","1","0","0","0","legitimate"
"bankofthewest.com","bankofthewest.com","17","0","1","0","0","0","0","1","0","0","0","legitimate"
"bank.barclays.co.uk","bank.barclays.co.uk","19","0","3","0","0","0","0","1","0","0","0","legitimate"
"365online.com","365online.com","13","0","1","3","0","0","0","1","0","0","0","legitimate"
"banksa.com.au","banksa.com.au","13","0","2","0","0","0","0","1","0","0","0","legitimate"
"53.com","53.com","6","0","1","2","0","0","0","1","0","0","0","legitimate"
"prosperitybanktx.com","prosperitybanktx.com","20","0","1","0","0","0","0","1","0","0","0","legitimate"
"umpquabank.com","umpquabank.com","14","0","1","0","0","0","0","1","0","0","0","legitimate"
"associatedbank.com","associatedbank.com","18","0","1","0","0","0","0","1","0","0","0","legitimate"
"arvest.com","arvest.com","10","0","1","0","0","0","0","1","0","0","0","legitimate"
"pnc.com","pnc.com","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"mtb.com","mtb.com","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"ally.com","ally.com","8","0","1","0","0","0","0","1","0","0","0","legitimate"
"bankislam.biz","bankislam.biz","13","0","1","0","0","0","0","1","0","0","0","legitimate"
"easternbank.com","easternbank.com","15","0","1","0","0","0","0","1","0","0","0","legitimate"
"worldbank.org","worldbank.org","13","0","1","0","0","0","0","1","0","0","0","legitimate"
"keytradebank.be","keytradebank.be","15","0","1","0","0","0","0","1","0","0","0","legitimate"
"bankmillennium.pl","bankmillennium.pl","17","0","1","0","0","0","0","1","0","0","0","legitimate"
"umb.com","umb.com","7","0","1","0","0","0","0","1","0","0","0","legitimate"
"communitybankna.com","communitybankna.com","19","0","1","0","0","0","0","1","0","0","0","legitimate"
"unionbank.com","unionbank.com","13","0","1","0","0","0","0","1","0","0","0","legitimate"
"discover.com","discover.com","12","0","1","0","0","0","0","1","0","0","0","legitimate"
"columbiabank.com","columbiabank.com","16","0","1","0","0","0","0","1","0","0","0","legitimate"
"icicibank.com","icicibank.com","13","0","1","0","0","0","0","1","0","0","0","legitimate"
"corpretail.com","corpretail.com","14","0","1","0","0","0","0","1","0","0","0","legitimate"
"bannerbank.com","bannerbank.com","14","0","1","0","0","0","0","1","0","0","0","legitimate"
"zionsbank.com","zionsbank.com","13","0","1","0","0","0","0","1","0","0","0","legitimate"
"bankassociates.de","bankassociates.de","17","0","1","0","0","0","0","1","0","0","0","legitimate"
"db.com","db.com","6","0","1","0","0","0","0","1","0","0","0","legitimate"
